class,tweet
1,bitch i have a phone stfu talking do not worry about me just make sure you show up
1,bitch am not i really do not fucking like you why the fuck are you even talking to me
1,bitch am not your fam and wtf is skrong who says shit like that get your wack ass off my page lamo
1,bitch because you wanted to fight and you did not show up and tryna make a bet and shit get yo friendly ass off my twitter
1,bitch did not we just discuss this shit yesterday what time faget
1,bitch get the fuck off my tl what you mean
1,bitch go get a life before i block your lame ass
1,bitch let us fight today where you at or are you going to bitch up again i think your going to bitch up again
1,bitch meet up
1,bitch that says traffic stop bitch stop making excuses
1,bitch you a thot oh fake ass nigga box up hoe you not bout nothing
1,bitch you describe both of those terms
0,bitch was i talking to you stfu and get off my page oh bitch nigga you bout that life
1,bitch what i did show up then i tweeted dm texted then called you and i asked you were tryna meet up bitch you are fucking weak
1,bitch what no it must of flew over you head cuz you did not show up at plano senior high school in plano tx fuck boy
1,bitch who is fucking playing but you and how would you know what i smoke i do not fuck with friendly ass niggas
1,bitch who is playing am not worried about you or your little faget ass friends at vines i know niggas at vines to so wtf you say
1,bitch wtf r you talking about and why tf r you still talking shit but not doing no action no thank for proving my point pussy boy
1,bitch you are not funny stfu talking to me what part of that do you not understand
1,bye bitch
1,catch them hoes on saturday meet me at plano senior high
1,ha bitch who angry bitch am taller and older then your fake ass boy stfu your making yourself look like a dumbass pussy boyy
0,here let me say it more clearly since your retarded ass do not understand
0,how would you know if i do not fuck with you exactly you do not wtf i got shut your retarded ass up
1,i swear you a fuck nigga you a scary little bitch you think this a game huh
1,idgaf what your name is scary ass give me a real address hoe
1,is that all you have to say you sound like a little bitch nagging and shit where you be at
1,keep talking i am going to make when you cannot talk you going to be talking like a retard
1,let us settle this and fight stop being a pussy
0,lmao why you are dad raised you to be a bitch made nigga
1,meet up then and stop hitching out and back your words up pussy
1,mfka what ok bitch we going to see your a funny mother fucker
1,naw my fam are not no bitch made niggas gtf off my shit fuck nigga i am not your fam oh friendly ass nigga
1,nigga i was there at i went to go get my homeboy and i texted you at naw you a bitch
1,nigga i really do not give a flying fuck but if you want to talk shit then back your words up and scratch stop being a little bitch
1,nigga you just called me a bitch last time i check i am a fucking nigga get out there and ill show you what a real fight like
1,nigga what i was talking bout after school or when ever your choice bitch
0,oh am i lame but yo pussy ass did not show up the fuck you talking bout oh scary ass white boy
0,oh but i am and my grades say other wise so you can stfu and get off my twitter or you can box simple ass that pussy boy
1,pussy
1,pussy nigga it is the same term
1,restricton g means your license been revoked stop making excuses you a straight up bitch
1,sorry do not know what to tell you but to get your pussy ass off my twitter
1,you can bring that bitch to
1,you can have a tool bet you want shoot it though pussy ass nigga but you cannot through dem hands though
1,you feel like dumb ass do not you pussy boy
1,you going to get dropped bitch i am a fucking nigga who got a fucking dick
1,you made me drive all the way to plano then want to bitch out
1,you want me to panda express so someone can break up the like fuck stick to plan and go to plano get that bitch out your blood
1,you will see it on saturday and if you do not show up then your a bitch made nigga pussy ass nigga
1,umm you sure the hoes i talk to are not ugly
1,wtf r you talking about i was in plano tx what r you talking about pussy boy
1,wtf you think you ole pussy ass nigga
1,yes bitch your a fucking square
1,you dumb fuck that is not a fucking full address you dumbass i do not live in plano so how the fuck would i know retard
0,your so fucking retared its not even funny bitch i am going to sleep you
0,fag what about this
1,home fag did not feel like puttin up with your shit today
1,i slid in your dms so answer me bitch
2,do not you mean crowd not crows
1,i am pretty sure she is a bad bitch in other words shawty a dime
1,i was implying you we are the bro them two are not nothin but lil hoes c mon now i or you kim
1,bitches needa take notes
1,nigga be safe hoe
1,fuck you bitch
1,lmaooooo we cannot wash that baby ass honda you got because that hoe do not cost more than
2,lmaooo just call my phone if you want them birds migos voice
1,do not watch me watch tv hoe
1,nigga madison playing some bitch ass white boys that is going to harvard on law scholarship play crazy
0,shut up bitch for i spit on you
1,you owe me anyway hoe i need that with interest or shooting your shit up
1,you seen it hoe put that cash up bitch i am going to take your money and spit on your fat ass
1,i feel like i just got married bruh she a bad bitch
1,do not be a bitch
1,you just did bitch lol
1,i am a boss ass bitch bitch bitch bitch bitch
1,lol me and just sit there and make fun of him i cannot stand that fag
0,roberts is a fuckin fag smack the shit outta him
1,bitch music
1,fuck you bitch
0,faggot
0,stop oppressing me have you heard of free speech stop shoving your lifestyle down my throat st amendment teabaggers
1,bitch you are the ugly one that is why everyone leaves you ahahahaa
0,stfu dyke looking hoe
0,at least i am not black bitch your parents left you in the mcdonalds parking lot after you were born
1,you were the one that jumped in this conversation you smelly ass bitch just fuck off and that is it
1,bitch i are not arguing with you fuk on you said some slick shit n i addressed it simple
1,i highly doubt you are a real woman you are probably a fat ass man who fuckin cares let me do me ho
1,bitch you mentioned me first tf wrong wit yo psychotic ass
0,he may be hustlin but he studied critical race theory and my people holder is getting his revenge they hate whitey
1,someone on facebook made a status defending him so i dropped a bomb full of knowledge on that bitch and unfriended
1,lol tell liv none of her usual redneck hillbilly places an none of you are black gangsta places either
1,ew you look like a cheap tranny hooker
1,some scandalous hoes then lmao
0,i hopes dis are not because he colored because i knows he be actin all nigga like
1,give me one with his mouth closed i cannot draw teeth without making them look retarded omf
1,fuck yo bitch ass
0,fucking gay faggot look at that gay ass pink shirt haha
0,better nig lol but if anything ill flip you the or something i am tryna get some more cash
1,do not hoe me
2,i give up on the tankees i mean yankees maybe next year
0,ha ha ha no good fat dyke
2,kris griff is too ghetto to know anything about sperrys or vans
